filename id form seg xpostag lem eng_translation org_tags_split processed_tags_split
P145724.conll 2 u3-na-a-du11 u-nn-a-e-dug[speak][-ø] ANT.3-SG-H.DAT.2-SG-A.V.3-SG-P u-nn-a-e-dug speak "['ANT', '3-SG-H', 'DAT', '2-SG-A', 'V', '3-SG-P']" "['ant', '3-sg-h', 'dat', '2-sg-a', 'vblex', '3-sg-p']"
P145724.conll 3 gurusz gurusz[male] N gurusz male ['N'] ['n']
P145724.conll 4 1(u)-am3 1(u)[ten][-ø]-am NU.ABS.COP-3-SG 1(u) ten "['NU', 'ABS', 'COP-3-SG']" "['num', 'abs', 'cop-3-sg']"
P145724.conll 5 ma2 ma[ship] N ma ship ['N'] ['n']
P145724.conll 6 dug dug[pot] N dug pot ['N'] ['n']
P145724.conll 7 ba-al-e-de3 _[the.pots.to.unload] NF.V.PF.DAT-NH _ the-pots-to-unload "['NF', 'V', 'PF', 'DAT-NH']" "['nf', 'vblex', 'pf', 'dat-nh']"
P145724.conll 8 lu2-{d}szara2-ra _[to.Lu-Szara] PN _ to-Lu-Szara ['PN'] "['pn', 'np']"
P145724.conll 9 he2-na-szum2-mu _[may.he.give] MOD.FIN.3-SG-H.DAT.3-SG-NH-P.V.3-SG-A _ may-he-give "['MOD', 'FIN', '3-SG-H', 'DAT', '3-SG-NH-P', 'V', '3-SG-A']" "['mod', 'fin', '3-sg-h', 'dat', '3-sg-nh-p', 'vblex', '3-sg-a']"
P145724.conll 10 lu2 lu[person] N lu person ['N'] ['n']
P145724.conll 11 us2-gar _[May.with] NF.V.3-SG-S _ May-with "['NF', 'V', '3-SG-S']" "['nf', 'vblex', '3-sg-s']"
P145724.conll 12 he2-eb-da-an-gi4-gi4 _[it.return] MOD1.FIN.3-SG-NH-P.V.3-SG-A _ it-return "['MOD1', 'FIN', '3-SG-NH-P', 'V', '3-SG-A']" "['mod1', 'fin', '3-sg-nh-p', 'vblex', '3-sg-a']"
P145724.conll 13 lu2-kal-la Lukala[1][-ra] PN.GEN Lukala Lukala "['PN', 'GEN']" "['pn', 'gen', 'np']"
P145724.conll 14 dub-sar dubsar[scribe] N dubsar scribe ['N'] ['n']
P145724.conll 15 dumu dumu[child] N dumu child ['N'] ['n']
P145724.conll 16 ur-sa6-ga Ursaga[1][-ak] PN Ursaga Ursaga ['PN'] "['pn', 'np']"
P430122.conll 1 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P430122.conll 2 lugal lugal[king] N lugal king ['N'] ['n']
P430122.conll 3 kal-ga kalag[strong]-a NF.V.SUB kalag strong "['NF', 'V', 'SUB']" "['nf', 'vblex', 'sub']"
P430122.conll 4 lugal lugal[king] N lugal king ['N'] ['n']
P430122.conll 5 uri5{ki}-ma Urim[1]-ak SN.GEN Urim Urim "['SN', 'GEN']" "['sn', 'gen', 'np']"
P430122.conll 6 lugal lugal[king] N lugal king ['N'] ['n']
P430122.conll 7 an An[1][-ra] N An An ['N'] ['n']
P430122.conll 8 ub-da _ N   ['N'] ['n']
P430122.conll 9 limmu2-ba limmu[four]-bi-ak[-ø] NF.V.3-SG-NH-POSS.GEN.ABS limmu four "['NF', 'V', '3-SG-NH-POSS', 'GEN', 'ABS']" "['nf', 'vblex', '3-sg-nh-poss', 'gen', 'abs']"
P430122.conll 10 a-ha-am-wa-qar _[Aam-waqar] PN _ Aam-waqar ['PN'] "['pn', 'np']"
P430122.conll 11 dub-sar dubsar[scribe] N dubsar scribe ['N'] ['n']
P430122.conll 12 ARAD2-zu arad[slave]-zu[-ø] N.2-SG-POSS.ABS arad slave "['N', '2-SG-POSS', 'ABS']" "['n', '2-sg-poss', 'abs']"
P207219.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P207219.conll 2 gesztu2-ga _[reports] N _ reports ['N'] ['n']
P207219.conll 3 ru _[of] V _ of ['V'] ['vblex']
P207219.conll 4 lu2 lu[person] N lu person ['N'] ['n']
P207219.conll 5 a-zu _[doctors] N.TERM _ doctors "['N', 'TERM']" "['n', 'term']"
P207219.conll 6 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P100766.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P100766.conll 2 e2-tum bitum[administrative_term] N bitum administrative_term ['N'] ['n']
P100766.conll 3 ab2 ab[cow][-ø] N ab cow ['N'] ['n']
P100766.conll 4 e2-tur3 etur[stall] N etur stall ['N'] ['n']
P100766.conll 5 u3 u[and] CNJ u and ['CNJ'] ['cnjcoo']
P100766.conll 6 gu4-{gesz}apin gudapin[plow_ox][-ak][-ak] N.GEN.GEN gudapin plow_ox "['N', 'GEN', 'GEN']" "['n', 'gen', 'gen']"
P100766.conll 7 mu mu[year] N mu year ['N'] ['n']
P100766.conll 8 gu-za guza[chair][-ø] N guza chair ['N'] ['n']
P100766.conll 9 ba-dim2 ba-dim[create][-ø] MID.V.3-SG-S ba-dim create "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P432155.conll "# train/P432155.atf"      [''] ['']
P432155.conll 1 {d}nanna Nanna[1][-ak] DN Nanna Nanna ['DN'] "['dn', 'np']"
P338128.conll "# train/P338128.atf"      [''] ['']
P338128.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P338128.conll 2 bi2-tum _ PN   ['PN'] "['pn', 'np']"
P338128.conll 3 e2-szu-sum-ma _[xxx] PN _ xxx ['PN'] "['pn', 'np']"
P338128.conll 4 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P338128.conll 8 ba-dim2 ba-dim[create][-ø] MID.V.3-SG-S ba-dim create "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P465777.conll 1 n _(_)[_] NU _(_) _ ['NU'] ['num']
P465777.conll 2 gin2 gig[unit] N gig unit ['N'] ['n']
P465777.conll 3 n _(_)[_] NU _(_) _ ['NU'] ['num']
P465777.conll 4 sze sze[barley] N sze barley ['N'] ['n']
P465777.conll 5 ku3 kug[silver] N kug silver ['N'] ['n']
P465777.conll 6 masz masz[interest] N masz interest ['N'] ['n']
P465777.conll 7 a-sza3-ga aszag[field]-ak N.GEN aszag field "['N', 'GEN']" "['n', 'gen']"
P465777.conll 8 ki ki[place] N ki place ['N'] ['n']
P465777.conll 9 ur-dun-ta _[Ur-dun] PN.GEN.ABL _ Ur-dun "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P465777.conll 10 da-da-ga Dadaga[1][-ak] PN Dadaga Dadaga ['PN'] "['pn', 'np']"
P465777.conll 11 szu szu[hand][-e] N.L3-NH szu hand "['N', 'L3-NH']" "['n', 'l3-nh']"
P465777.conll 12 ba-ti ba[-n]-teg[accept][-ø] MID.3-SG-H-A.V.3-SG-P ba -n "['MID', '3-SG-H-A', 'V', '3-SG-P']" "['mid', '3-sg-h-a', 'vblex', '3-sg-p']"
P465777.conll 13 mu mu[year] N mu year ['N'] ['n']
P465777.conll 14 ur-bi2-lum{ki} Urbilum[1][-ø] SN.ABS Urbilum Urbilum "['SN', 'ABS']" "['sn', 'abs', 'np']"
P465777.conll 15 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P107132.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P107132.conll 2 dub-gid2-da _[long-tablets] N _ long-tablets ['N'] ['n']
P107132.conll 3 lu2-{d}ba-ba6 Lubaba[1][-ak][-ak][-ø] PN Lubaba Lubaba ['PN'] "['pn', 'np']"
P107132.conll 4 dumu dumu[child] N dumu child ['N'] ['n']
P107132.conll 5 ba-lu5 Balu[1] N Balu Balu ['N'] ['n']
P107132.conll 6 u3 u[and] CNJ u and ['CNJ'] ['cnjcoo']
P107132.conll 7 lu2-gu-la Lugula[1][-ak][-ra] PN Lugula Lugula ['PN'] "['pn', 'np']"
P107132.conll 8 dumu dumu[child] N dumu child ['N'] ['n']
P107132.conll 9 ur-{d}igi-zi-bar-ra Urigizibarra[1][-ak] PN.GEN Urigizibarra Urigizibarra "['PN', 'GEN']" "['pn', 'gen', 'np']"
P107132.conll 10 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P107132.conll 11 mu mu[year] N mu year ['N'] ['n']
P107132.conll 12 ha-ar-szi{ki} Harszi[1] SN Harszi Harszi ['SN'] "['sn', 'np']"
P107132.conll 13 hu-ur5-ti{ki} Hurti[1][-ø] SN.ABS Hurti Hurti "['SN', 'ABS']" "['sn', 'abs', 'np']"
P107132.conll 14 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P136166.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P136166.conll 2 nig2-ka9-ak nigSZID[account] N nigSZID account ['N'] ['n']
P136166.conll 3 a2 a[time] N a time ['N'] ['n']
P136166.conll 4 erin2-na erin[people] N.GEN erin people "['N', 'GEN']" "['n', 'gen']"
P136166.conll 5 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P136166.conll 6 mu mu[year] N mu year ['N'] ['n']
P136166.conll 7 en-unu6 _ PN   ['PN'] "['pn', 'np']"
P136166.conll 8 {d}inanna Inanna[1][-ak] DN Inanna Inanna ['DN'] "['dn', 'np']"
P136166.conll 9 ba-hun-ta _[xxx] MID.V.3-SG-S.ABL _ xxx "['MID', 'V', '3-SG-S', 'ABL']" "['mid', 'vblex', '3-sg-s', 'abl']"
P136166.conll 10 mu mu[year] N mu year ['N'] ['n']
P136166.conll 11 sza-asz-ru-um{ki}-sze3 _[xxx] SN.GEN.GEN.TERM _ xxx "['SN', 'GEN', 'GEN', 'TERM']" "['sn', 'gen', 'gen', 'term', 'np']"
P342706.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P342706.conll 2 szuku-ra szukur[ration]-ak N.GEN szukur ration "['N', 'GEN']" "['n', 'gen']"
P342706.conll 3 ak ak[excavate][-a][-ak] NF.V.PT ak excavate "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P342706.conll 4 dam-gar3 damgar[merchant][-ak] N damgar merchant ['N'] ['n']
P342706.conll 5 gar-ra-ke4-ne _[xxx] V _ xxx ['V'] ['vblex']
P342706.conll 6 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P342706.conll 7 mu mu[year] N mu year ['N'] ['n']
P342706.conll 8 en en[priest] N en priest ['N'] ['n']
P342706.conll 9 {d}nanna Nanna[1][-ak] DN Nanna Nanna ['DN'] "['dn', 'np']"
P342706.conll 10 masz-e masz[goat]-e N.L3-NH masz goat "['N', 'L3-NH']" "['n', 'l3-nh']"
P342706.conll 11 i3-pa3 i-pad[find][-ø] FIN.V.3-SG-S i-pad find "['FIN', 'V', '3-SG-S']" "['fin', 'vblex', '3-sg-s']"
P389031.conll 1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P389031.conll 2 gurum2 gurum[inspection] N gurum inspection ['N'] ['n']
P389031.conll 3 ak ak[excavate][-a][-ak] NF.V.PT ak excavate "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P389031.conll 4 sag-apin _[xxx] N _ xxx ['N'] ['n']
P389031.conll 5 e2 e[house] N e house ['N'] ['n']
P389031.conll 6 {d}en-lil2 Enlil[1] DN Enlil Enlil ['DN'] "['dn', 'np']"
P389031.conll 7 e2 e[house] N e house ['N'] ['n']
P389031.conll 8 {d}en-ki Enki[1][-ak][-ø] DN.GEN.ABS Enki Enki "['DN', 'GEN', 'ABS']" "['dn', 'gen', 'abs', 'np']"
P389031.conll 9 e2 e[house] N e house ['N'] ['n']
P389031.conll 10 {d}nin-gul _[xxx] DN _ xxx ['DN'] "['dn', 'np']"
P389031.conll 11 e2 e[house] N e house ['N'] ['n']
P389031.conll 12 {d}dumu-zi Dumuzi[1][-'a] MN.L1 Dumuzi Dumuzi "['MN', 'L1']" "['mn', 'l1', 'np']"
P389031.conll 13 e2 e[house] N e house ['N'] ['n']
P389031.conll 14 nam-ha-ni Namhani[1] PN Namhani Namhani ['PN'] "['pn', 'np']"
P389031.conll 15 e2 e[house] N e house ['N'] ['n']
P389031.conll 16 {d}nin-dar-a _[xxx] DN _ xxx ['DN'] "['dn', 'np']"
P389031.conll 17 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S i -ni "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P389031.conll 18 mu mu[year] N mu year ['N'] ['n']
P389031.conll 19 en en[priest] N en priest ['N'] ['n']
P389031.conll 20 {d}nanna Nanna[1][-ak] DN Nanna Nanna ['DN'] "['dn', 'np']"
P389031.conll 21 masz-e masz[goat]-e N.L3-NH masz goat "['N', 'L3-NH']" "['n', 'l3-nh']"
P389031.conll 22 i3-pa3 i-pad[find][-ø] FIN.V.3-SG-S i-pad find "['FIN', 'V', '3-SG-S']" "['fin', 'vblex', '3-sg-s']"
P416404.conll 1 5(u) 5(u)[ten] NU 5(u) ten ['NU'] ['num']
P416404.conll 2 5(asz) 5(asz)[one] NU 5(asz) one ['NU'] ['num']
P416404.conll 3 2(barig) 2(bariga)[unit] N 2(bariga) unit ['N'] ['n']
P416404.conll 4 sze sze[barley] N sze barley ['N'] ['n']
P416404.conll 5 gur gur[unit] N gur unit ['N'] ['n']
P416404.conll 6 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P416404.conll 7 3(disz) 3(disz)[one] NU 3(disz) one ['NU'] ['num']
P416404.conll 8 1/2(disz) 1/2(disz)[one] NU 1/2(disz) one ['NU'] ['num']
P416404.conll 9 ma-na mana[unit] N mana unit ['N'] ['n']
P416404.conll 10 8(disz) 8(disz)[one] NU 8(disz) one ['NU'] ['num']
P416404.conll 11 2/3(disz) 2/3(disz)[one] NU 2/3(disz) one ['NU'] ['num']
P416404.conll 12 gin2 gig[unit] N gig unit ['N'] ['n']
P416404.conll 13 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P416404.conll 14 5(disz) 5(disz)[one] NU 5(disz) one ['NU'] ['num']
P416404.conll 15 sze sze[barley] N sze barley ['N'] ['n']
P416404.conll 16 ku3-babbar kugbabbar[silver] N kugbabbar silver ['N'] ['n']
P416404.conll 17 mu-kux(DU) mukur[delivery][-ø] N mukur delivery ['N'] ['n']
P416404.conll 18 ki ki[place] N ki place ['N'] ['n']
P416404.conll 19 ad-da-kal-la Addakala[1][-ra] PN Addakala Addakala ['PN'] "['pn', 'np']"
P102298.conll 1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102298.conll 2 la2 la[hang][-ø] NF.V.ABS la hang "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P102298.conll 3 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P102298.conll 4 gurusz gurusz[male] N gurusz male ['N'] ['n']
P102298.conll 5 u4 ud[day] N ud day ['N'] ['n']
P102298.conll 6 1(disz)-sze3 1(disz)[one]-sze NU.TERM 1(disz) one "['NU', 'TERM']" "['num', 'term']"
P102298.conll 7 tir tir[forester][-ak] N.GEN tir forester "['N', 'GEN']" "['n', 'gen']"
P102298.conll 8 szum2-bad3-x _[forest.Szum-bad-] PN _ forest-Szum-bad- ['PN'] "['pn', 'np']"
P102298.conll 9 {gesz}u2-bil2-x _[charcoal] PN _ charcoal ['PN'] "['pn', 'np']"
P102298.conll 10 ga-ma-la _[Gamala] PN _ Gamala ['PN'] "['pn', 'np']"
P102298.conll 11 ugula ugula[overseer][-ø] N ugula overseer ['N'] ['n']
P102298.conll 12 ur-am3-ma Uramma[1][-ak] PN Uramma Uramma ['PN'] "['pn', 'np']"
P102298.conll 13 kiszib3 kiszib[seal] N kiszib seal ['N'] ['n']
P102298.conll 14 lugal-nir Lugalnir[1][-ak][-ta] PN Lugalnir Lugalnir ['PN'] "['pn', 'np']"
P102298.conll 15 iti iti[month] N iti month ['N'] ['n']
P102298.conll 16 ezem-{d}szul-gi Ezemszulgir[1][-'a] MN.L1 Ezemszulgir Ezemszulgir "['MN', 'L1']" "['mn', 'l1', 'np']"
P102298.conll 17 mu mu[year] N mu year ['N'] ['n']
P102298.conll 18 na-ru2-a narua[stele] N narua stele ['N'] ['n']
P102298.conll 19 ba-du3 ba-du[build][-ø] MID.V.3-SG-S ba-du build "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P102298.conll 20 lugal-nir Lugalnir[1][-ak][-ta] PN Lugalnir Lugalnir ['PN'] "['pn', 'np']"
P102298.conll 21 dub-sar dubsar[scribe] N dubsar scribe ['N'] ['n']
P102298.conll 22 dumu dumu[child] N dumu child ['N'] ['n']
P102298.conll 23 ur-{d}szara2 Urszara[1] PN Urszara Urszara ['PN'] "['pn', 'np']"
P102298.conll 24 sza13-dub-ba-ka bisagdubak[archivist][-ak] N.GEN bisagdubak archivist "['N', 'GEN']" "['n', 'gen']"
P416441.conll 1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P416441.conll 2 udu udu[sheep] N udu sheep ['N'] ['n']
P416441.conll 3 niga niga[fattened][-ø] NF.V.ABS niga fattened "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P416441.conll 4 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P416441.conll 5 gukkal gukkal[fat-tailed_sheep] N gukkal fat-tailed_sheep ['N'] ['n']
P416441.conll 6 niga niga[fattened][-ø] NF.V.ABS niga fattened "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P416441.conll 7 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P416441.conll 8 sila4 sila[lamb] N sila lamb ['N'] ['n']
P416441.conll 9 niga niga[fattened][-ø] NF.V.ABS niga fattened "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P416441.conll 10 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P416441.conll 11 masz2-gal maszgal[billy_goat] N maszgal billy_goat ['N'] ['n']
P416441.conll 12 niga niga[fattened][-ø] NF.V.ABS niga fattened "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P416441.conll 13 2(disz) 2(disz)[one] NU 2(disz) one ['NU'] ['num']
P416441.conll 14 {munus}asz2-gar3 aszgar[female_kid] N aszgar female_kid ['N'] ['n']
P416441.conll 15 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P416441.conll 16 2(disz) 2(disz)[one] NU 2(disz) one ['NU'] ['num']
P416441.conll 17 sila4 sila[lamb] N sila lamb ['N'] ['n']
P416441.conll 18 a-bi2-si2-im-ti Abisimti[1][-ak] PN.GEN Abisimti Abisimti "['PN', 'GEN']" "['pn', 'gen', 'np']"
P416441.conll 19 mu-kux(DU) mukur[delivery][-ø] N mukur delivery ['N'] ['n']
P416441.conll 20 u4-sakar usakar[crescent_moon][-sze] N.TERM usakar crescent_moon "['N', 'TERM']" "['n', 'term']"
P416441.conll 21 ri-zi-dingir _[Rizi-ilum] PN _ Rizi-ilum ['PN'] "['pn', 'np']"
P416441.conll 22 maszkim maszkim[administrator] N.ABS maszkim administrator "['N', 'ABS']" "['n', 'abs']"
P416441.conll 23 n _(_)[_] NU _(_) _ ['NU'] ['num']
P416441.conll 24 udu udu[sheep] N udu sheep ['N'] ['n']
P416441.conll 25 niga niga[fattened][-ø] NF.V.ABS niga fattened "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P416441.conll 26 lugal-ma2!-gur8-re Lugalmagure[1][-ø] PN Lugalmagure Lugalmagure ['PN'] "['pn', 'np']"
P416441.conll 27 ... _[_] N _ _ ['N'] ['n']
P416441.conll 28 maszkim maszkim[administrator] N.ABS maszkim administrator "['N', 'ABS']" "['n', 'abs']"
P416441.conll 29 ... _[_] N _ _ ['N'] ['n']
P416441.conll 30 {d}en-lil2 Enlil[1] DN Enlil Enlil ['DN'] "['dn', 'np']"
P416441.conll 31 ... _[_] N _ _ ['N'] ['n']
P416441.conll 32 {d}nin-lil2 Ninlil[1][-ra] DN Ninlil Ninlil ['DN'] "['dn', 'np']"
P416441.conll 33 ... _[_] N _ _ ['N'] ['n']
P416441.conll 34 {d}nin-urta Ninurta[1][-ra] DN Ninurta Ninurta ['DN'] "['dn', 'np']"
P416441.conll 35 ...-zi _ PN   ['PN'] "['pn', 'np']"
P416441.conll 36 maszkim maszkim[administrator] N.ABS maszkim administrator "['N', 'ABS']" "['n', 'abs']"
P416441.conll 37 sza3 szag[heart] N szag heart ['N'] ['n']
P416441.conll 38 mu-kux(DU)-ra-ta _[from.deliveries] N _ from-deliveries ['N'] ['n']
P416441.conll 39 u4 ud[day] N ud day ['N'] ['n']
P416441.conll 40 2(u) 2(u)[ten] NU 2(u) ten ['NU'] ['num']
P416441.conll 41 6(disz)-kam 6(disz)[one]-ak-am NU.GEN.COP-3-SG 6(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P416441.conll 42 ki ki[place] N ki place ['N'] ['n']
P416441.conll 43 ab-ba-sa6-ga-ta Abbasaga[1][-ak]-ta PN.GEN.ABL Abbasaga Abbasaga "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P416441.conll 44 ba-zi ba-zig[expend][-ø] MID.V.3-SG-S ba-zig expend "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P416441.conll 45 iti iti[month] N iti month ['N'] ['n']
P416441.conll 46 ezem-mah Ezemmah[1][-'a] MN.L1 Ezemmah Ezemmah "['MN', 'L1']" "['mn', 'l1', 'np']"
P416441.conll 47 mu mu[year] N mu year ['N'] ['n']
P416441.conll 48 en-unu6-gal Enunugal[1] PN Enunugal Enunugal ['PN'] "['pn', 'np']"
P416441.conll 49 {d}inanna Inanna[1][-ak] DN Inanna Inanna ['DN'] "['dn', 'np']"
P416441.conll 50 ba-hun ba-hug[hire][-ø] MID.V.3-SG-S ba-hug hire "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P461498.conll "# train/P461498.atf"      [''] ['']
P461498.conll 1 5(gesz'u) 5(gesz'u)[six_hundred] NU 5(gesz'u) six_hundred ['NU'] ['num']
P461498.conll 2 9(gesz2) 9(gesz)[sixty] NU 9(gesz) sixty ['NU'] ['num']
P461498.conll 3 5(u) 5(u)[ten] NU 5(u) ten ['NU'] ['num']
P461498.conll 4 5(asz) 5(asz)[one] NU 5(asz) one ['NU'] ['num']
P461498.conll 5 5/6(asz) _ NU   ['NU'] ['num']
P461498.conll 6 gu2 gun[unit] N gun unit ['N'] ['n']
P461498.conll 7 gi-zi gizi[reed][-ak][-ak] N.GEN.GEN gizi reed "['N', 'GEN', 'GEN']" "['n', 'gen', 'gen']"
P461498.conll 8 sza3 szag[heart] N szag heart ['N'] ['n']
P461498.conll 9 puzur4-isz-{d}da-gan Puzuriszdagan[1][-ø] SN.ABS Puzuriszdagan Puzuriszdagan "['SN', 'ABS']" "['sn', 'abs', 'np']"
P461498.conll 10 2(gesz'u) 2(gesz'u)[six_hundred] NU 2(gesz'u) six_hundred ['NU'] ['num']
P461498.conll 11 3(gesz2) 3(gesz)[sixty] NU 3(gesz) sixty ['NU'] ['num']
P461498.conll 12 4(u) 4(u)[ten] NU 4(u) ten ['NU'] ['num']
P461498.conll 13 6(asz) 6(asz)[one] NU 6(asz) one ['NU'] ['num']
P461498.conll 14 gu2 gun[unit] N gun unit ['N'] ['n']
P461498.conll 15 gi-zi gizi[reed][-ak][-ak] N.GEN.GEN gizi reed "['N', 'GEN', 'GEN']" "['n', 'gen', 'gen']"
P461498.conll 16 sza3 szag[heart] N szag heart ['N'] ['n']
P461498.conll 17 nibru{ki} Nibru[1][-'a] SN.GEN.ABS Nibru Nibru "['SN', 'GEN', 'ABS']" "['sn', 'gen', 'abs', 'np']"
P461498.conll 18 ($ _ _   ['_'] ['_']
P461498.conll 19 blank _ _   ['_'] ['_']
P461498.conll 20 space _ _   ['_'] ['_']
P461498.conll 21 $) _ _   ['_'] ['_']
P461498.conll 22 1(szar2) 1(szar)[unit] N 1(szar) unit ['N'] ['n']
P461498.conll 23 2(gesz'u) 2(gesz'u)[six_hundred] NU 2(gesz'u) six_hundred ['NU'] ['num']
P461498.conll 24 3(gesz2) 3(gesz)[sixty] NU 3(gesz) sixty ['NU'] ['num']
P461498.conll 25 4(u) 4(u)[ten] NU 4(u) ten ['NU'] ['num']
P461498.conll 26 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P461498.conll 27 5/6(asz) _ NU   ['NU'] ['num']
P461498.conll 28 gu2 gun[unit] N gun unit ['N'] ['n']
P461498.conll 29 sza3-gal szaggal[food] N szaggal food ['N'] ['n']
P461498.conll 30 udu udu[sheep] N udu sheep ['N'] ['n']
