,file,sux_sentence,eng_tranlation_reference,eng_rule_based_translation,eng_nn_based_translation,rule_bleu,nn_bleu
10,P432333.conll,{d}nanna ,Szusuen strong king king of Urim king of the four quarters,nanna,For Nanna,0.0,0.0
11,P273892.conll,enerux(|AN.U|){+ex(DAG)-nu-ru} musz-e kur-musz-ta KA nam-gi4 me-TAR an ki-ka eme! ba-ni-ak dumu me-TAR an ki 7(disz)-a-ne-ne pu2 lil2-am3 i3-du3 a lil2-am3 i3-in-de2 gugx(|A.ZI.ZI.A|) lil2-am3 za3-bi ib2-dab6 gugx(|A.ZI.ZI.A|)-bi ga-bu-ni mu-ub-ze2 ...-ni szu um-ma-gi ... x-a zu2 he2-la2-e tu6-tu6 abzu eridu{ki}-ga {d}asar-lu2-hi dumu eridu{ki}-ke4 nam-mu-da-bur2-re {d}nisaba munus-zi munus sa6-ga ad-da-kal-la dub-sar-e mu-sar igi-za he2-en-sa6 bala saga ,Szusuen strong king king of Urim king of the four quarters,eneru( |anu|){+ e( dag) not ru} muszfor <np> east <np> sz unknown mouth <n> repay me <np> an day mouth theirs are <n> of animal of <np> <np> k child me <np> an day of its <num> pu2 lil2 <np> m3 quality_designation oil a lil2 <np> m3 oil in de2 gug( |azizia|) lil2 <np> m3 <n> that he <vble> it on there middle dab6 gug( |azizia|) that he <vble> it on there milk buof <np> year ub <n> of <np> at hand <np> ma reed <np> zu2 he2 <np>for <np> tu6 tu6 abzu of eridug { d} asar mied person child of eridug ke4 <n> <np> unknown bur2 re { d} nisaba woman <np> woman sa6 milk addakala scribe for <np> year unit eye unknown he2for <np> n sa6 good in turn,Its harbour where ships moored was,0.7178343300998442,0.0
12,P432157.conll,{d}gilgamesx(|BIL3.GA.MES|) en-dim2-gig{ki} ,Szusuen strong king king of Urim king of the four quarters,{ d} gilgames( |bil3games|) priest dim2 {resin_type day},To Gilgame of Endimgig,0.0,2.6251815872142066
13,P107130.conll,pisan-dub-ba nig2-ka9-ak a2 buru14 a2 en-te szabra-ne i3-gal2 mu en {d}nanna kar-zi-da ba-a-hun ,Szusuen strong king king of Urim king of the four quarters,filing_basket account <num> buru14 <num> <np> <np> he ni in year priest he was hired nanna of karzida,Basketoftablets accounts of labor of harvest and labor of wintertime of the chief household administrators are here year The enpriestess of Nanna of Karzida was installed,3.1690813733420775,8.853722948916143
14,P107369.conll,pisan-dub-ba gar-gar-ra ,Szusuen strong king king of Urim king of the four quarters,filing_basket <vble>,Basketoftablets reports of doctors,0.0,2.6251815872142066
15,P432372.conll,"he-pi ... _lugal_ <ma>-ri2{ki} _dumu_ puzur4-esz18-dar _lugal_ i-na mah-ri {d}i7 be-li2-szu {d}masz-tab-ba u3 {d}isztaran ... li-il-qu3-tu3 '. a-di3 si-dar-ki-szu '. ki-ma pi2-i _{na4}na-ru2-a libir-ra_ sza2 ina {iri}sip-par2{ki} '. 1(disz) re-mu-tum _dub-sar banda3{da}_ 1(disz) su-x-... '. u2-s,ab-bi-ma is-su-uh ",Szusuen strong king king of Urim king of the four quarters,"he pi king of <np> child puzureszdar king <np> great ri { d} river be li2 at hand { d}grasped interest and isztaran li il qu3 tu3 ' a di3 si dar day ' at hand day ma pi2 i _{ <np>} stele libir <np>_ sza2 ina { city} sip par2{} ' one day re <np>from <np> scribe banda3{}_ one unknown su ' grass s,that elder <vble> it on there ma is su uh",Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim Property of Bluallim,3.0909105451239203,2.113488759015621
16,P134336.conll,1(disz) gin2 ku3-babbar a2 ur-{d}iszkur ki lugal-a2-zi-da-ta geme2-{d}nun-gal-ke4 u3 szu-dur-ul3 dumu-ni szu ba-ti-esz2 igi ur-{d}iszkur igi dumu ur-{d}suen igi lu2-{d}iszkur igi tul2-ta dumu lugal-he2-gal2 tukum-bi ga2-la ba-dag sze 6(disz) sila3-ta a-ag2-dam mu lugal-bi in-pa3 iti sze-sag11-ku5 mu ma2-gur8-mah {d}en-lil2-la2 ba-ab-du8 szu-tu-ul dumu geme2-{d}nun-gal geme2-{d}nin-gal dumu ba-gi-na ,Szusuen strong king king of Urim king of the four quarters,one unit silver <num> uriszkur day from lugalazida female_worker { d} nun big ke4 and at hand dur ul3 his child at hand was n them eye uriszkur eye child ursuen eye person { d} iszkur eye of tulta child lugalhegal if house <np> of animal dag one barley from unit a <np> g2 spouse year that intercalary_month <vble> it on there he named him month in szesagku year great_barge of enlil was caulked it at hand tu ul child female_worker { d} nun big female_worker ningal child of animal dues,there Lukalla son of UrIkur receive,1.0421514212682483,4.2631635386103275
17,P361739.conll,1(asz) 6(disz) 5/6(disz) 1(disz) 1/2(disz) 1(u) 6(disz) 1(u) 7(disz) 4(asz) 1(barig) 4(barig) 5(ban2) 6(disz) 4(barig) 5(ban2) 6(disz) 3(asz) 1(barig) 6(disz) 3(asz) 1(barig) 6(disz) 4(asz) 3(barig) 2(ban2) 9(asz) 1(barig) 5(ban2) 6(disz) 1(u) 9(asz) 1(barig) 4(ban2) 5(ban2) 8(disz) 3(barig) 4(ban2) 5(asz) 1(barig) 4(ban2) 8(disz) ,Szusuen strong king king of Urim king of the four quarters,one one one one ten place one ten one one unit unit one seal unit one seal one one unit one one unit one unit one unit unit one seal ten one unit unit seal king unit one unit unit unit king,and 1 gur 4 barig 4 ban2 1 12 sila3,2.265372190089623,0.0
18,P432116.conll,ur-{d}namma lugal uri5{ki}-ma lu2 e2 {d}nin-sun2 in-du3-a ,Szusuen strong king king of Urim king of the four quarters,urnamma intercalary_month year person house that ninsun built him,UrNamma king of Ur the person who the temple,0.0,20.88702936655045
19,P332170.conll,pisan-dub-ba sze-ba siki-ba geme2 usz-bar ugula lu2-{d}nin-szubur dumu ur-{d}lamma ($ blank space $) ba-ur5 1(disz) lu2-{d}nin-szubur 1(disz) da-a-da 1(disz) lu2-hu-rim3{ki} 1(disz) lu2-{d}en-ki 1(disz) i3-zu 1(disz) lu2-{d}nisaba 1(disz) ur-nigar{gar} 1(disz) ur-{d}nin-gesz-zi-da szunigin 8(disz) gurusz u3 dah-... x sza3 gu2-ab-ba{ki} ... mu ... x x ... ,Szusuen strong king king of Urim king of the four quarters,filing_basket ration <vble> female_worker weaver overseer luninszubur child urlamma (/ $$ <n> space <n> of animal ur5 one luninszubur one unknown <np> one unknown person hu rim3{} one day person of enki one oil <vble> one person { d} nisaba one urnigar one <n> ningeszzida total king male and dah heart of guabba year,Basketoftablets barley rations wool rations of the female weavers from UrLamma son of enasa before Daddau,2.384935585809921,14.478652316103362
20,P407068.conll,2(disz) i3-dab5 iti ezem-an-na mu en eridu{ki} ba-hun 2(disz) gu4 szu-gid2 u4 2(u) 4(disz)-kam ki ab-ba-sa6-ga-ta {d}en-lil2-la2 ,Szusuen strong king king of Urim king of the four quarters,one he n him month in ezemanna year he was hired priest of eridug one o animal_designation ten day his is of one day from abbasaga of enlil,2 accepted month Festival of An year The highpriestess of Eridu was hired oxen 24th day,3.4084979112934852,6.007028535336888
21,P470071.conll,2(gesz2) 3(u) gurusz u4 1(disz)-sze3 sze iri-sa12-rig7{ki}-ta zi-ga ugula a-la-a kiszib3 ur-mes iti szu-esz-sza mu hu-uh2-nu-ri{ki} ba-hul ur-mes dub-sar dumu ur-{d}suen ,Szusuen strong king king of Urim king of the four quarters,sity ten male towards one day barley from irisagrig ependiture overseer a <np> <np> unit urmes month in szueszsza year huhnuri place urmes scribe child ursuen,15 male laborer workdays from Irisagrig foreman Lugalmumag under seal of Urmes,0.0,4.789232204309912
22,P331046.conll,pisan-dub-ba erin2 gir2-su{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket people of girsu,Basketoftablets labortroops of Girsu,2.6251815872142066,2.6251815872142066
